,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
29,Wakefield,40.894705176609996,-73.84720052054901,Capital One Bank,40.89374018544049,-73.85745366780156,Bank
30,Wakefield,40.894705176609996,-73.84720052054901,Associated Supermarket,40.88796975874366,-73.84692879859317,Supermarket
31,Wakefield,40.894705176609996,-73.84720052054901,Shell,40.886595957614354,-73.84916287540008,Gas Station
32,Wakefield,40.894705176609996,-73.84720052054901,Rite Aid,40.89851188277123,-73.8553595778686,Pharmacy
33,Wakefield,40.894705176609996,-73.84720052054901,Dee-Lectable Pleasure Cakes,40.890736042333955,-73.85183339667164,Bakery
34,Wakefield,40.894705176609996,-73.84720052054901,New China Gardens,40.897796,-73.853388,Asian Restaurant
35,Wakefield,40.894705176609996,-73.84720052054901,Hong Kong China King,40.89164018732252,-73.84089838786122,Chinese Restaurant
36,Wakefield,40.894705176609996,-73.84720052054901,Barnes Ave Grocery,40.892181,-73.854427,Grocery Store
37,Wakefield,40.894705176609996,-73.84720052054901,One Stop Deli-Grocery,40.897319,-73.854842,Deli / Bodega
38,Wakefield,40.894705176609996,-73.84720052054901,Bx16 Bus Stop,40.89848950706917,-73.85418158765214,Bus Station
39,Wakefield,40.894705176609996,-73.84720052054901,GN Gourmet Deli,40.89851317987866,-73.85536831406493,Deli / Bodega
40,Wakefield,40.894705176609996,-73.84720052054901,D & A Deli,40.88871,-73.841641,Convenience Store
41,Wakefield,40.894705176609996,-73.84720052054901,Inn At the Border,40.898247785493794,-73.83864124385997,Other Nightlife
42,Wakefield,40.894705176609996,-73.84720052054901,233 Meat Market,40.89373080781115,-73.85712264479922,Steakhouse
43,Wakefield,40.894705176609996,-73.84720052054901,Original Joe's Pizza,40.893337423606994,-73.85710509714613,Pizza Place
44,Wakefield,40.894705176609996,-73.84720052054901,Seton Falls Park,40.8884138255166,-73.84018621289728,Park
45,Wakefield,40.894705176609996,-73.84720052054901,Deals,40.894326599946716,-73.8570135303672,Discount Store
46,Wakefield,40.894705176609996,-73.84720052054901,RS Travel Agency,40.900741,-73.85573199999999,Hotel
47,Wakefield,40.894705176609996,-73.84720052054901,New Longwood Fish,40.903076,-73.850989,Fish Market
48,Co-op City,40.87429419303012,-73.829939108124,Dumplin Shop,40.876042191838856,-73.83595004760689,Dumpling Restaurant
49,Co-op City,40.87429419303012,-73.829939108124,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant
50,Co-op City,40.87429419303012,-73.829939108124,Panera Bread,40.867866294858295,-73.82784470915794,Bakery
51,Co-op City,40.87429419303012,-73.829939108124,Sangria Cafe,40.869620114462194,-73.82807151742419,Spanish Restaurant
52,Co-op City,40.87429419303012,-73.829939108124,Red Lobster,40.869059,-73.826987,Seafood Restaurant
53,Co-op City,40.87429419303012,-73.829939108124,Stop & Shop,40.868718192845556,-73.82542133331299,Supermarket
54,Co-op City,40.87429419303012,-73.829939108124,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery
55,Co-op City,40.87429419303012,-73.829939108124,Dollar Tree,40.87012498449601,-73.82898863175873,Discount Store
56,Co-op City,40.87429419303012,-73.829939108124,Rite Aid,40.8703448818904,-73.82830202579498,Pharmacy
57,Co-op City,40.87429419303012,-73.829939108124,Capri II Pizza,40.87637420537464,-73.82994042507629,Pizza Place
58,Co-op City,40.87429419303012,-73.829939108124,Chipotle Mexican Grill,40.868854,-73.82627,Mexican Restaurant
59,Co-op City,40.87429419303012,-73.829939108124,Bay Plaza Shopping Center,40.867410043679406,-73.82665440072603,Shopping Mall
60,Co-op City,40.87429419303012,-73.829939108124,Carter's,40.866811,-73.827478,Kids Store
61,Co-op City,40.87429419303012,-73.829939108124,Dallas BBQ,40.86795564512483,-73.82530024455193,BBQ Joint
62,Co-op City,40.87429419303012,-73.829939108124,Five Below,40.86826210150015,-73.82481112912296,Discount Store
63,Co-op City,40.87429419303012,-73.829939108124,Rite Aid,40.881139,-73.823758,Pharmacy
64,Co-op City,40.87429419303012,-73.829939108124,DSW,40.86780417901166,-73.82672677193412,Shoe Store
65,Co-op City,40.87429419303012,-73.829939108124,Mattress Firm,40.87223414329722,-73.8286072661231,Mattress Store
66,Co-op City,40.87429419303012,-73.829939108124,Bagels on Bartow,40.87028,-73.828611,Bagel Shop
67,Co-op City,40.87429419303012,-73.829939108124,Baskin-Robbins,40.87004451117903,-73.8295779479274,Ice Cream Shop
68,Co-op City,40.87429419303012,-73.829939108124,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
69,Co-op City,40.87429419303012,-73.829939108124,Bartow Mall,40.86962910502878,-73.82806667576247,Shopping Mall
70,Co-op City,40.87429419303012,-73.829939108124,Stop and Shop,40.8805081,-73.8251382,Supermarket
71,Co-op City,40.87429419303012,-73.829939108124,T-Mobile,40.86852738129755,-73.82726092638222,Mobile Phone Shop
72,Co-op City,40.87429419303012,-73.829939108124,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop
73,Co-op City,40.87429419303012,-73.829939108124,Pier 1 Imports,40.866860229788,-73.8275778293609,Furniture / Home Store
74,Co-op City,40.87429419303012,-73.829939108124,Popeyes Louisiana Kitchen,40.86860057501349,-73.8312082077379,Fried Chicken Joint
75,Co-op City,40.87429419303012,-73.829939108124,DSW Designer Shoe Warehouse,40.8678309,-73.8270381,Shoe Store
76,Co-op City,40.87429419303012,-73.829939108124,Arby's,40.8704113,-73.828606,Fast Food Restaurant
77,Co-op City,40.87429419303012,-73.829939108124,Starbucks,40.86561735082342,-73.82726323730006,Coffee Shop
78,Co-op City,40.87429419303012,-73.829939108124,GameStop,40.86786409498371,-73.82540995478442,Video Game Store
79,Co-op City,40.87429419303012,-73.829939108124,The Children's Place,40.866972141895964,-73.82587946178818,Kids Store
80,Co-op City,40.87429419303012,-73.829939108124,Staples,40.867647,-73.828963,Paper / Office Supplies Store
81,Co-op City,40.87429419303012,-73.829939108124,Food Universe Marketplace,40.87673987981054,-73.82898048976519,Grocery Store
82,Co-op City,40.87429419303012,-73.829939108124,AT&T,40.86826790527491,-73.82484197616577,Mobile Phone Shop
83,Co-op City,40.87429419303012,-73.829939108124,AMC Bay Plaza Cinema 13,40.866993771217054,-73.82508460459398,Movie Theater
84,Co-op City,40.87429419303012,-73.829939108124,Marshalls,40.868493455256,-73.8298282027244,Department Store
85,Co-op City,40.87429419303012,-73.829939108124,7 eleven,40.869155118939915,-73.83156599525223,Convenience Store
86,Co-op City,40.87429419303012,-73.829939108124,SUBWAY,40.868719,-73.83370699999999,Sandwich Place
87,Co-op City,40.87429419303012,-73.829939108124,Dunkin',40.8697065,-73.8295177,Donut Shop
88,Co-op City,40.87429419303012,-73.829939108124,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant
89,Co-op City,40.87429419303012,-73.829939108124,Claire's,40.8668555145782,-73.82810756416545,Accessories Store
90,Co-op City,40.87429419303012,-73.829939108124,Pizza Hut,40.8686218839239,-73.83380771265149,Pizza Place
91,Co-op City,40.87429419303012,-73.829939108124,Chase Bank,40.867348,-73.827217,Bank
92,Co-op City,40.87429419303012,-73.829939108124,The Garage,40.88216467197872,-73.82759319234759,Nightclub
93,Co-op City,40.87429419303012,-73.829939108124,Saks OFF 5TH,40.86566801,-73.8296628,Department Store
94,Co-op City,40.87429419303012,-73.829939108124,Bob's Discount Furniture,40.8668145,-73.827436,Furniture / Home Store
95,Co-op City,40.87429419303012,-73.829939108124,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
96,Co-op City,40.87429419303012,-73.829939108124,Mattress Firm,40.86881401929237,-73.83367127976226,Mattress Store
97,Co-op City,40.87429419303012,-73.829939108124,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
98,Co-op City,40.87429419303012,-73.829939108124,Verizon,40.8664826,-73.8259775,Mobile Phone Shop
99,Co-op City,40.87429419303012,-73.829939108124,Townhouse Restaurant,40.876085887834265,-73.82886815052547,Restaurant
100,Co-op City,40.87429419303012,-73.829939108124,Burlington,40.866486,-73.826899,Department Store
101,Co-op City,40.87429419303012,-73.829939108124,Party City,40.866721011414036,-73.82841083168671,Miscellaneous Shop
102,Co-op City,40.87429419303012,-73.829939108124,New York & Company,40.86577,-73.82981,Women's Store
103,Co-op City,40.87429419303012,-73.829939108124,Haffen Park,40.87359183437905,-73.8385091455745,Park
104,Co-op City,40.87429419303012,-73.829939108124,Applebee's Grill + Bar,40.86618631,-73.82647786,American Restaurant
105,Co-op City,40.87429419303012,-73.829939108124,Verizon,40.866683850467645,-73.82628383583449,Mobile Phone Shop
106,Co-op City,40.87429419303012,-73.829939108124,Forever 21,40.866463,-73.82951800000001,Clothing Store
107,Co-op City,40.87429419303012,-73.829939108124,Guang Hui Chinese Restaurant,40.876651,-73.829092,Chinese Restaurant
108,Co-op City,40.87429419303012,-73.829939108124,Kennedy Fried Chicken & Pizza,40.876651,-73.829092,Fried Chicken Joint
109,Co-op City,40.87429419303012,-73.829939108124,Men's Wearhouse,40.869281189996855,-73.83092614068846,Men's Store
110,Co-op City,40.87429419303012,-73.829939108124,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store
111,Co-op City,40.87429419303012,-73.829939108124,Section 4 Basketball Courts (Co Op City),40.872412,-73.826302,Basketball Court
112,Co-op City,40.87429419303012,-73.829939108124,Walgreens,40.8806,-73.825,Pharmacy
113,Co-op City,40.87429419303012,-73.829939108124,Ramada by Wyndham Bronx,40.879865,-73.831504,Hotel
114,Co-op City,40.87429419303012,-73.829939108124,Kmart,40.86646442,-73.8294637,Department Store
115,Co-op City,40.87429419303012,-73.829939108124,24 Hour Fitness,40.86781839234004,-73.82498414619204,Gym / Fitness Center
116,Co-op City,40.87429419303012,-73.829939108124,City Island Marina,40.874597046210496,-73.83722261852064,Harbor / Marina
117,Co-op City,40.87429419303012,-73.829939108124,Clean Rite Center,40.86912050760486,-73.833845445115,Laundromat
118,Co-op City,40.87429419303012,-73.829939108124,Modell's Sporting Goods,40.867080780477885,-73.82567456237783,Sporting Goods Shop
119,Co-op City,40.87429419303012,-73.829939108124,Co-Op City Laundromat,40.880713,-73.825986,Laundromat
120,Co-op City,40.87429419303012,-73.829939108124,Mandee,40.86792088326738,-73.82540884766361,Clothing Store
121,Co-op City,40.87429419303012,-73.829939108124,China Inn Buffet,40.880815999999996,-73.824963,Buffet
122,Co-op City,40.87429419303012,-73.829939108124,City Pizza,40.88045918137706,-73.82397205125304,Pizza Place
123,Co-op City,40.87429419303012,-73.829939108124,Hungry Howie's,40.880556457550355,-73.8237710171732,Pizza Place
124,Co-op City,40.87429419303012,-73.829939108124,Thru-way Pizza & Grill,40.882481,-73.829751,Pizza Place
125,Co-op City,40.87429419303012,-73.829939108124,Footaction,40.866459004326025,-73.82657743444024,Shoe Store
126,Co-op City,40.87429419303012,-73.829939108124,Pelham Bay Plaza,40.867237416357796,-73.8241960604158,Department Store
127,Co-op City,40.87429419303012,-73.829939108124,Chinese Buffet,40.88053257622219,-73.82376206745879,Chinese Restaurant
128,Eastchester,40.887555677350775,-73.82780644716412,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant
129,Eastchester,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
130,Eastchester,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
131,Eastchester,40.887555677350775,-73.82780644716412,Taco Bell,40.88302914904598,-73.82490116273638,Fast Food Restaurant
132,Eastchester,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
133,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
134,Eastchester,40.887555677350775,-73.82780644716412,Fairway Market,40.89176235395443,-73.82037622564654,Grocery Store
135,Eastchester,40.887555677350775,-73.82780644716412,St. Paul's Church National Historic Site,40.89348196615198,-73.82532759000522,Historic Site
136,Eastchester,40.887555677350775,-73.82780644716412,Fairway Wines & Spirits,40.89161191917169,-73.8204496174189,Wine Shop
137,Eastchester,40.887555677350775,-73.82780644716412,Panera Bread,40.8914937,-73.8190083,Bakery
138,Eastchester,40.887555677350775,-73.82780644716412,Gourmet Express,40.890508467185455,-73.81759071296698,Café
139,Eastchester,40.887555677350775,-73.82780644716412,HomeGoods,40.8908145,-73.8208492,Furniture / Home Store
140,Eastchester,40.887555677350775,-73.82780644716412,Smashburger,40.890171687288685,-73.82058366950676,Burger Joint
141,Eastchester,40.887555677350775,-73.82780644716412,Kinetic Sports Club,40.89221928580828,-73.81810901930359,Gym
142,Eastchester,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
143,Eastchester,40.887555677350775,-73.82780644716412,IHOP,40.89003347839588,-73.81958492731994,Breakfast Spot
144,Eastchester,40.887555677350775,-73.82780644716412,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant
145,Eastchester,40.887555677350775,-73.82780644716412,Shopwell Plaza,40.88414438691145,-73.83200095565496,Shopping Mall
146,Eastchester,40.887555677350775,-73.82780644716412,Wingstop,40.891268,-73.819114,Wings Joint
147,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.888488,-73.83108299999999,Caribbean Restaurant
148,Eastchester,40.887555677350775,-73.82780644716412,Rite Aid,40.881139,-73.823758,Pharmacy
149,Eastchester,40.887555677350775,-73.82780644716412,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store
150,Eastchester,40.887555677350775,-73.82780644716412,GameStop,40.89339494777863,-73.81979831212374,Video Game Store
151,Eastchester,40.887555677350775,-73.82780644716412,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
152,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.894053559836536,-73.82401608723755,Donut Shop
153,Eastchester,40.887555677350775,-73.82780644716412,Wendy’s,40.88959742209178,-73.81994292140007,Fast Food Restaurant
154,Eastchester,40.887555677350775,-73.82780644716412,24 Hour Fitness,40.89229756193752,-73.82047365234841,Gym / Fitness Center
155,Eastchester,40.887555677350775,-73.82780644716412,Mingles,40.884145813963066,-73.83261297304038,Cocktail Bar
156,Eastchester,40.887555677350775,-73.82780644716412,Stop and Shop,40.8805081,-73.8251382,Supermarket
157,Eastchester,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
158,Eastchester,40.887555677350775,-73.82780644716412,Jimmy's Best Chinese Restaurant,40.8841792178673,-73.83268490851218,Asian Restaurant
159,Eastchester,40.887555677350775,-73.82780644716412,Five Guys,40.8939600669499,-73.82007992944773,Burger Joint
160,Eastchester,40.887555677350775,-73.82780644716412,Five Below,40.8927458,-73.8184962,Discount Store
161,Eastchester,40.887555677350775,-73.82780644716412,GNC,40.89101784734083,-73.82074507058611,Supplement Shop
162,Eastchester,40.887555677350775,-73.82780644716412,SUBWAY,40.88393200040707,-73.83199027260656,Sandwich Place
163,Eastchester,40.887555677350775,-73.82780644716412,Columbus Diner,40.89446524525078,-73.82424218679706,Diner
164,Eastchester,40.887555677350775,-73.82780644716412,The Garage,40.88216467197872,-73.82759319234759,Nightclub
165,Eastchester,40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888249,-73.831661,Caribbean Restaurant
166,Eastchester,40.887555677350775,-73.82780644716412,Lane Bryant,40.891329,-73.821005,Women's Store
167,Eastchester,40.887555677350775,-73.82780644716412,The Vitamin Shoppe,40.8930603,-73.8193219,Supplement Shop
168,Eastchester,40.887555677350775,-73.82780644716412,Pelham Manor Shopping Plaza,40.8922573067517,-73.81776143990406,Shopping Mall
169,Eastchester,40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner
170,Eastchester,40.887555677350775,-73.82780644716412,Sally Beauty,40.89108,-73.820714,Cosmetics Shop
171,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant
172,Eastchester,40.887555677350775,-73.82780644716412,T-Mobile,40.892861,-73.818548,Mobile Phone Shop
173,Eastchester,40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant
174,Eastchester,40.887555677350775,-73.82780644716412,Chase Bank,40.89247656015229,-73.81878152489662,Bank
175,Eastchester,40.887555677350775,-73.82780644716412,T-Mobile,40.8926726,-73.8185913,Mobile Phone Shop
176,Eastchester,40.887555677350775,-73.82780644716412,Marshalls,40.890873,-73.821115,Department Store
177,Eastchester,40.887555677350775,-73.82780644716412,BP,40.89405892,-73.82426564,Gas Station
178,Eastchester,40.887555677350775,-73.82780644716412,CTown Supermarkets,40.88382057895575,-73.8327544927597,Grocery Store
179,Eastchester,40.887555677350775,-73.82780644716412,Pimento Caribbean Restaurant,40.88436878845637,-73.83211203676869,Caribbean Restaurant
180,Eastchester,40.887555677350775,-73.82780644716412,Imperial beverage center,40.889146992600836,-73.82929692582755,Food & Drink Shop
181,Eastchester,40.887555677350775,-73.82780644716412,Freckle's Juice,40.88878559548764,-73.83117532757048,Juice Bar
182,Eastchester,40.887555677350775,-73.82780644716412,MTA Bus & Bee Line Bx16/W52 @ Dyre Avenue and Light Street,40.88816692651784,-73.83152504085197,Bus Stop
183,Eastchester,40.887555677350775,-73.82780644716412,Walgreens,40.8806,-73.825,Pharmacy
184,Eastchester,40.887555677350775,-73.82780644716412,Interstate 95 at Exit 13,40.883908099667906,-73.82576644442452,Intersection
185,Eastchester,40.887555677350775,-73.82780644716412,FedEx Ship Center,40.895506,-73.82764,Shipping Store
186,Eastchester,40.887555677350775,-73.82780644716412,Susans Nails,40.884248870952916,-73.83265078494533,Cosmetics Shop
187,Eastchester,40.887555677350775,-73.82780644716412,Ramada by Wyndham Bronx,40.879865,-73.831504,Hotel
188,Eastchester,40.887555677350775,-73.82780644716412,Modell's Sporting Goods,40.89257968049204,-73.81993080158198,Sporting Goods Shop
189,Eastchester,40.887555677350775,-73.82780644716412,Best Chinese Restaurant,40.88323041944512,-73.83525260772788,Chinese Restaurant
190,Eastchester,40.887555677350775,-73.82780644716412,Shell,40.89152962994204,-73.8174939773084,Gas Station
191,Eastchester,40.887555677350775,-73.82780644716412,Gormet Deli & Cafe,40.890461053103884,-73.81792370808928,Sandwich Place
192,Eastchester,40.887555677350775,-73.82780644716412,de reimer deli and grocery,40.88149294728297,-73.83572357419423,Deli / Bodega
193,Eastchester,40.887555677350775,-73.82780644716412,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station
194,Eastchester,40.887555677350775,-73.82780644716412,Knuckleheads,40.891075,-73.81718199999999,Bar
195,Fieldston,40.89543742690383,-73.90564259591682,Wave Hill,40.900062189494726,-73.9124461576627,Garden
196,Fieldston,40.89543742690383,-73.90564259591682,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza
197,Fieldston,40.89543742690383,-73.90564259591682,Lloyd's Carrot Cake,40.894060199383176,-73.89652847601737,Bakery
198,Fieldston,40.89543742690383,-73.90564259591682,Tortoise And Hare,40.894121999999996,-73.89679,Sports Bar
199,Fieldston,40.89543742690383,-73.90564259591682,Bell Tower Park,40.88917798960079,-73.90833081276627,Park
200,Fieldston,40.89543742690383,-73.90564259591682,An Beal Bocht Cafe,40.88730309009836,-73.90502527528892,Bar
201,Fieldston,40.89543742690383,-73.90564259591682,Tin Marin,40.88707311362176,-73.90714828242368,Tapas Restaurant
202,Fieldston,40.89543742690383,-73.90564259591682,Yo-Burger,40.88733734314313,-73.9071843648891,Burger Joint
203,Fieldston,40.89543742690383,-73.90564259591682,Jake’s Steakhouse,40.89163832603088,-73.89757290885106,Steakhouse
204,Fieldston,40.89543742690383,-73.90564259591682,Skyview Wines and Spirits,40.903420126082416,-73.90577158410362,Wine Shop
205,Fieldston,40.89543742690383,-73.90564259591682,Greek Express,40.88749950271757,-73.90726184172892,Greek Restaurant
206,Fieldston,40.89543742690383,-73.90564259591682,Broadway Joe's Pizza,40.8898981274626,-73.8985080809925,Pizza Place
207,Fieldston,40.89543742690383,-73.90564259591682,Salvatore's of Soho,40.887632762259415,-73.90717756259086,Pizza Place
208,Fieldston,40.89543742690383,-73.90564259591682,Tortoise and Hare Statue,40.89393751979629,-73.89612436294556,Public Art
209,Fieldston,40.89543742690383,-73.90564259591682,Goodfella's Pizza,40.88712132107213,-73.90430120748528,Pizza Place
210,Fieldston,40.89543742690383,-73.90564259591682,Blackstone Bar & Grill,40.887253200116284,-73.9072508524159,Bar
211,Fieldston,40.89543742690383,-73.90564259591682,Barcelona Bites Gastro Club,40.889351,-73.899247,Lounge
212,Fieldston,40.89543742690383,-73.90564259591682,Chase Bank,40.888089,-73.907921,Bank
213,Fieldston,40.89543742690383,-73.90564259591682,Starbucks,40.890105,-73.900758,Coffee Shop
214,Fieldston,40.89543742690383,-73.90564259591682,Tiny's Diner,40.8866525233077,-73.90722113692334,Diner
215,Fieldston,40.89543742690383,-73.90564259591682,Burrito Shop,40.88970321678889,-73.89850865735627,Mexican Restaurant
216,Fieldston,40.89543742690383,-73.90564259591682,Rolen Bagels,40.88662386774234,-73.90716818359404,Bagel Shop
217,Fieldston,40.89543742690383,-73.90564259591682,New Riverdale Deli,40.887269605085706,-73.90512674452026,Sandwich Place
218,Fieldston,40.89543742690383,-73.90564259591682,Papa John's Pizza,40.88688268179659,-73.9084571226761,Pizza Place
219,Fieldston,40.89543742690383,-73.90564259591682,Dunkin',40.89016170726231,-73.89839903612506,Donut Shop
220,Fieldston,40.89543742690383,-73.90564259591682,Jasper's Deli,40.88719570739203,-73.90458767621406,Deli / Bodega
221,Fieldston,40.89543742690383,-73.90564259591682,Burger King,40.89121949532642,-73.89788103173487,Fast Food Restaurant
222,Fieldston,40.89543742690383,-73.90564259591682,Fenwick's Bar & Grill,40.88717029252308,-73.90452576720683,Bar
223,Fieldston,40.89543742690383,-73.90564259591682,Wells Fargo Bank,40.887013098817796,-73.90743121504784,Bank
224,Fieldston,40.89543742690383,-73.90564259591682,SUBWAY,40.890145000000004,-73.89850600000001,Sandwich Place
225,Fieldston,40.89543742690383,-73.90564259591682,Santa Fe Grill & Bar,40.89147882667728,-73.89766062927612,Mexican Restaurant
226,Fieldston,40.89543742690383,-73.90564259591682,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza
227,Fieldston,40.89543742690383,-73.90564259591682,Riverside Drive,40.896507486527454,-73.90826091791374,River
228,Fieldston,40.89543742690383,-73.90564259591682,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station
229,Fieldston,40.89543742690383,-73.90564259591682,Private Health Insurance,40.896408,-73.913075,Health & Beauty Service
230,Fieldston,40.89543742690383,-73.90564259591682,Shallash Pest Control,40.89466945869686,-73.91321539878845,Home Service
231,Fieldston,40.89543742690383,-73.90564259591682,Aquatic Garden,40.899382665009874,-73.91124740252359,Park
232,Fieldston,40.89543742690383,-73.90564259591682,Skyview Shopping Center,40.903429082829355,-73.90584354485044,Shopping Mall
233,Fieldston,40.89543742690383,-73.90564259591682,Glyndor Gallery,40.898986,-73.912341,Art Gallery
234,Fieldston,40.89543742690383,-73.90564259591682,Riverdale Park,40.896472396482785,-73.91399171283997,Playground
235,Fieldston,40.89543742690383,-73.90564259591682,"MTA MaBSTOA Bus at Riverdale Avenue & W. 254th St: (Bx7, Bx10, BxM1, BxM2, BxM18)",40.90185136423126,-73.90612240245532,Bus Station
236,Fieldston,40.89543742690383,-73.90564259591682,Tony and Val's,40.895933,-73.89702,Pizza Place
237,Fieldston,40.89543742690383,-73.90564259591682,Wave Hill House,40.900086,-73.912527,Historic Site
238,Fieldston,40.89543742690383,-73.90564259591682,Lounge 243,40.891062,-73.89824300000001,Bar
239,Fieldston,40.89543742690383,-73.90564259591682,Lee's Chinese Kitchen,40.88991,-73.898572,Chinese Restaurant
240,Fieldston,40.89543742690383,-73.90564259591682,Sammy's Deli,40.889721,-73.898738,Deli / Bodega
241,Fieldston,40.89543742690383,-73.90564259591682,Parkview Sports Center,40.889721,-73.898738,Sporting Goods Shop
