,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
6135,Chelsea,40.744034706747975,-74.00311633472813,Chelsea Market,40.74218163954094,-74.00530109029536,Market
6136,Chelsea,40.744034706747975,-74.00311633472813,Buddakan,40.74211957525603,-74.00461189502685,Chinese Restaurant
6137,Chelsea,40.744034706747975,-74.00311633472813,Intelligentsia Coffee,40.745925923501794,-74.00537634340776,Coffee Shop
6138,Chelsea,40.744034706747975,-74.00311633472813,The Meatball Shop,40.74598847169323,-74.0016855226974,Italian Restaurant
6139,Chelsea,40.744034706747975,-74.00311633472813,La Bergamote,40.74473277780703,-74.00272928216968,Café
6140,Chelsea,40.744034706747975,-74.00311633472813,Sushinao,40.742033,-74.001581,Japanese Restaurant
6141,Chelsea,40.744034706747975,-74.00311633472813,High Line 10th Ave Amphitheatre,40.74398136118615,-74.00684429247669,Scenic Lookout
6142,Chelsea,40.744034706747975,-74.00311633472813,The High Line Hotel,40.74592369192379,-74.00538872501843,Hotel
6143,Chelsea,40.744034706747975,-74.00311633472813,Cookshop,40.745730534382005,-74.00559552616573,American Restaurant
6144,Chelsea,40.744034706747975,-74.00311633472813,Los Mariscos,40.74199972810892,-74.00589003225507,Seafood Restaurant
6145,Chelsea,40.744034706747975,-74.00311633472813,Los Tacos No. 1,40.74224400629671,-74.00596115738153,Taco Place
6146,Chelsea,40.744034706747975,-74.00311633472813,Ample Hills Creamery,40.74159361678268,-74.00137484794685,Ice Cream Shop
6147,Chelsea,40.744034706747975,-74.00311633472813,Lobster Place,40.7427146347602,-74.00610709313153,Fish Market
6148,Chelsea,40.744034706747975,-74.00311633472813,Cull & Pistol,40.742597962060664,-74.00607834860813,Seafood Restaurant
6149,Chelsea,40.744034706747975,-74.00311633472813,16 Handles,40.7428716,-74.0000421,Ice Cream Shop
6150,Chelsea,40.744034706747975,-74.00311633472813,Food Network,40.74314064624714,-74.00666188736636,Office
6151,Chelsea,40.744034706747975,-74.00311633472813,City Cakes,40.74199157708896,-74.00008876782016,Cupcake Shop
6152,Chelsea,40.744034706747975,-74.00311633472813,High Line,40.746825,-74.005507,Park
6153,Chelsea,40.744034706747975,-74.00311633472813,Westville Chelsea,40.74196304002314,-74.0000471919283,American Restaurant
6154,Chelsea,40.744034706747975,-74.00311633472813,Blossom Restaurant,40.74539444900616,-74.00210631921428,Vegetarian / Vegan Restaurant
6155,Chelsea,40.744034706747975,-74.00311633472813,Serge Normant @ John Frieda,40.74584996678158,-73.99993854690909,Health & Beauty Service
6156,Chelsea,40.744034706747975,-74.00311633472813,SoulCycle Chelsea,40.74364685388176,-74.00709341571361,Cycle Studio
6157,Chelsea,40.744034706747975,-74.00311633472813,Dickson's Farmstand Meats,40.74227108754212,-74.00608626786385,Butcher
6158,Chelsea,40.744034706747975,-74.00311633472813,Fabrique Bakery,40.74071741996957,-74.00472226819986,Bakery
6159,Chelsea,40.744034706747975,-74.00311633472813,David Zwirner Gallery,40.74573378670139,-74.00707622631501,Art Gallery
6160,Chelsea,40.744034706747975,-74.00311633472813,Spear Physical Therapy,40.74108213646308,-74.00144358737771,Physical Therapist
6161,Chelsea,40.744034706747975,-74.00311633472813,Pearl River Mart,40.74273528364315,-74.00651833752173,Market
6162,Chelsea,40.744034706747975,-74.00311633472813,Foragers Table,40.74470851504796,-73.99917564000135,American Restaurant
6163,Chelsea,40.744034706747975,-74.00311633472813,Pool at London Terrace Gardens,40.74787612224753,-74.0031663643744,Pool
6164,Chelsea,40.744034706747975,-74.00311633472813,Milk Studios,40.742483247648174,-74.0070742224437,Photography Studio
6165,Chelsea,40.744034706747975,-74.00311633472813,SVA Theatre,40.74610457312297,-73.99983321659576,College Theater
6166,Chelsea,40.744034706747975,-74.00311633472813,Flywheel Sports,40.74123,-73.99981,Cycle Studio
6167,Chelsea,40.744034706747975,-74.00311633472813,Equinox Highline,40.74370943522512,-74.00697437112993,Gym
6168,Chelsea,40.744034706747975,-74.00311633472813,David Zwirner Gallery,40.74663515827365,-74.007328748703,Art Gallery
6169,Chelsea,40.744034706747975,-74.00311633472813,London Terrace Gardens Courtyard,40.74788562382326,-74.00322422515106,Plaza
6170,Chelsea,40.744034706747975,-74.00311633472813,Foragers City Grocer,40.74465908454508,-73.99905729833164,Grocery Store
6171,Chelsea,40.744034706747975,-74.00311633472813,Del Posto,40.743439045312996,-74.0074489865516,Italian Restaurant
6172,Chelsea,40.744034706747975,-74.00311633472813,Blue Bottle Coffee,40.74247264215167,-74.00698238537771,Coffee Shop
6173,Chelsea,40.744034706747975,-74.00311633472813,Murray's Bagels,40.74476,-73.99854,Bagel Shop
6174,Chelsea,40.744034706747975,-74.00311633472813,Empire Cake,40.74075387324832,-74.0015083960489,Bakery
6175,Chelsea,40.744034706747975,-74.00311633472813,Terremoto,40.74099893844209,-74.0032050438415,Coffee Shop
6176,Chelsea,40.744034706747975,-74.00311633472813,Milk Gallery,40.74258246235823,-74.00718926075267,Art Gallery
6177,Chelsea,40.744034706747975,-74.00311633472813,Artists & Fleas (Artists and Fleas at Chelsea Market),40.74287396947339,-74.0074116509262,Flea Market
6178,Chelsea,40.744034706747975,-74.00311633472813,Jeffrey New York,40.741847931288895,-74.00746253804452,Boutique
6179,Chelsea,40.744034706747975,-74.00311633472813,Bumble & Bumble,40.740808060785625,-74.00659656331318,Salon / Barbershop
6180,Chelsea,40.744034706747975,-74.00311633472813,Soho House,40.740537106098564,-74.00568490067722,Club House
6181,Chelsea,40.744034706747975,-74.00311633472813,Sullivan Street Bakery,40.747333284664066,-74.00058684221442,Bakery
6182,Chelsea,40.744034706747975,-74.00311633472813,Brooklyn Bagel & Coffee Co.,40.746236606826656,-73.99793054220713,Bagel Shop
6183,Chelsea,40.744034706747975,-74.00311633472813,Kobrick Coffee Co.,40.74033655451874,-74.00569308386368,Coffee Shop
6184,Chelsea,40.744034706747975,-74.00311633472813,Beasty Feast,40.740398011767184,-74.00386500051657,Pet Store
6185,Chelsea,40.744034706747975,-74.00311633472813,Taglialatella Galleries,40.74816036761174,-74.00391663470639,Art Gallery
6186,Chelsea,40.744034706747975,-74.00311633472813,Pier 57,40.743230289677456,-74.00858921023485,General Entertainment
6187,Chelsea,40.744034706747975,-74.00311633472813,Beer Run NYC,40.74177780539842,-73.9977818320881,Beer Bar
6188,Chelsea,40.744034706747975,-74.00311633472813,Soho House 6th Floor Bar,40.74050997266376,-74.00567108383372,Bar
6189,Chelsea,40.744034706747975,-74.00311633472813,Hauser & Wirth,40.747910217956644,-74.00668067949334,Art Gallery
6190,Chelsea,40.744034706747975,-74.00311633472813,Marianne Boesky Gallery,40.74865607429173,-74.00440901563655,Art Gallery
6191,Chelsea,40.744034706747975,-74.00311633472813,Doyle & Doyle,40.7404854,-74.00670389999999,Jewelry Store
6192,Chelsea,40.744034706747975,-74.00311633472813,"The Standard, High Line",40.740854,-74.0079523,Hotel
6193,Chelsea,40.744034706747975,-74.00311633472813,Momoya,40.742687099563646,-73.99661747582282,Sushi Restaurant
6194,Chelsea,40.744034706747975,-74.00311633472813,Metro Pictures,40.74881600586135,-74.00475339937361,Art Gallery
6195,Chelsea,40.744034706747975,-74.00311633472813,1 OAK,40.743837587991024,-74.00635657271195,Nightclub
6196,Chelsea,40.744034706747975,-74.00311633472813,Row House,40.7452699,-73.99778789999999,Gym / Fitness Center
6197,Chelsea,40.744034706747975,-74.00311633472813,Gladstone Gallery,40.74705918924269,-74.00660575668523,Art Gallery
6198,Chelsea,40.744034706747975,-74.00311633472813,Top of The Standard,40.740817726254114,-74.00811649800156,Roof Deck
6199,Chelsea,40.744034706747975,-74.00311633472813,Yanni’s Coffee,40.73976753195694,-73.99888373604372,Coffee Shop
6200,Chelsea,40.744034706747975,-74.00311633472813,Bryce Wolkowitz Gallery,40.74864299913982,-74.00401154798887,Art Gallery
6201,Chelsea,40.744034706747975,-74.00311633472813,Bar B,40.73947060027315,-73.99907429952506,Tapas Restaurant
6202,Chelsea,40.744034706747975,-74.00311633472813,Sneakersnstuff,40.739942101591986,-74.00709803106362,Shoe Store
6203,Chelsea,40.744034706747975,-74.00311633472813,RH Rooftop Restaurant,40.73985,-74.00639,New American Restaurant
6204,Chelsea,40.744034706747975,-74.00311633472813,Le Bain,40.74084235311181,-74.00854496569505,Nightclub
6205,Chelsea,40.744034706747975,-74.00311633472813,sweetgreen,40.739183113033384,-74.0058587398562,Salad Place
6206,Chelsea,40.744034706747975,-74.00311633472813,Boom Boom Room,40.74070664863172,-74.00799241779545,Lounge
6207,Chelsea,40.744034706747975,-74.00311633472813,The Golf Club at Chelsea Piers,40.745621846916826,-74.00957172408141,Golf Driving Range
6208,Chelsea,40.744034706747975,-74.00311633472813,Aux Merveilleux de Fred,40.738334,-74.004114,Bakery
6209,Chelsea,40.744034706747975,-74.00311633472813,juice press,40.73914269475452,-74.00271122566518,Juice Bar
6210,Chelsea,40.744034706747975,-74.00311633472813,Marcelo Garcia Brazilian Jiu-Jitsu Academy,40.746564671484286,-73.99627474151909,Martial Arts Dojo
6211,Chelsea,40.744034706747975,-74.00311633472813,Rubin Museum of Art,40.74010992418915,-73.99780690670013,Art Museum
6212,Chelsea,40.744034706747975,-74.00311633472813,The Wild Son,40.740600372404394,-74.00837081386965,Bistro
6213,Chelsea,40.744034706747975,-74.00311633472813,Integral Yoga Institute New York,40.73845716301498,-74.00152714949196,Yoga Studio
6214,Chelsea,40.744034706747975,-74.00311633472813,Fellow Barber,40.738792,-74.00374,Salon / Barbershop
6215,Chelsea,40.744034706747975,-74.00311633472813,Chelsea Piers Field House,40.74784802303002,-74.00850383630261,Recreation Center
6216,Chelsea,40.744034706747975,-74.00311633472813,Catch,40.740127,-74.006202,Seafood Restaurant
6217,Chelsea,40.744034706747975,-74.00311633472813,Gagosian Gallery,40.74949263854115,-74.00604977829569,Art Gallery
6218,Chelsea,40.744034706747975,-74.00311633472813,Lumas Pop-Up,40.741520947044954,-74.00719155095881,Art Gallery
6219,Chelsea,40.744034706747975,-74.00311633472813,Barry's Bootcamp,40.74164734518163,-73.99576918937264,Gym / Fitness Center
6220,Chelsea,40.744034706747975,-74.00311633472813,Iyengar Yoga Institute,40.74312103171785,-73.99529114536165,Yoga Studio
6221,Chelsea,40.744034706747975,-74.00311633472813,Bagatelle New York,40.73975418819918,-74.00620935497437,French Restaurant
6222,Chelsea,40.744034706747975,-74.00311633472813,Jackson Square,40.73908035675414,-74.00291397865857,Park
6223,Chelsea,40.744034706747975,-74.00311633472813,Bottino Takeout,40.748512,-74.003457,Sandwich Place
6224,Chelsea,40.744034706747975,-74.00311633472813,Midtown Tennis Club,40.74753954512485,-73.9969235108266,Tennis Court
6225,Chelsea,40.744034706747975,-74.00311633472813,Whitney Museum of American Art,40.739505596373306,-74.00886093701054,Art Museum
6226,Chelsea,40.744034706747975,-74.00311633472813,Chelsea Piers Fitness,40.7466449,-74.01005700000002,Gym / Fitness Center
6227,Chelsea,40.744034706747975,-74.00311633472813,Myers of Keswick,40.73858746564087,-74.00556550843525,Food & Drink Shop
6228,Chelsea,40.744034706747975,-74.00311633472813,Atelier New York,40.74993106242515,-74.0060144662857,Boutique
6229,Chelsea,40.744034706747975,-74.00311633472813,YOGAMAYA New York,40.74169772133005,-73.99572973472985,Yoga Studio
6230,Chelsea,40.744034706747975,-74.00311633472813,Agora Gallery,40.74945569972229,-74.00458453963554,Art Gallery
6231,Greenwich Village,40.72693288536128,-73.99991402945902,Carbone,40.72790327156426,-74.00013635911864,Italian Restaurant
6232,Greenwich Village,40.72693288536128,-73.99991402945902,Raffetto's,40.728009684676294,-74.0019492857028,Gourmet Shop
6233,Greenwich Village,40.72693288536128,-73.99991402945902,Chobani,40.72581867292355,-74.00098495024535,Snack Place
6234,Greenwich Village,40.72693288536128,-73.99991402945902,Local,40.727089082727915,-74.00191220344334,Beer Bar
6235,Greenwich Village,40.72693288536128,-73.99991402945902,Coco Pazzo Kitchen & Restaurant,40.726036487672694,-74.0015071234133,Italian Restaurant
6236,Greenwich Village,40.72693288536128,-73.99991402945902,Banter,40.7279592919172,-74.00120508994551,Café
6237,Greenwich Village,40.72693288536128,-73.99991402945902,Miss Lily's & Melvin's Juice Box,40.727916,-74.001423,Caribbean Restaurant
6238,Greenwich Village,40.72693288536128,-73.99991402945902,Summers Juice & Coffee,40.72763983514445,-74.00031578572107,Café
6239,Greenwich Village,40.72693288536128,-73.99991402945902,west~bourne,40.72693188943623,-74.0020217484272,Café
6240,Greenwich Village,40.72693288536128,-73.99991402945902,Court Street Grocers,40.728806,-73.998471,Sandwich Place
6241,Greenwich Village,40.72693288536128,-73.99991402945902,Rapha NYC,40.72596825325445,-74.00122621589483,Clothing Store
6242,Greenwich Village,40.72693288536128,-73.99991402945902,Raku,40.727404193363725,-74.0026963722485,Udon Restaurant
6243,Greenwich Village,40.72693288536128,-73.99991402945902,Tomoe Sushi,40.727743080016886,-74.0002670334584,Sushi Restaurant
6244,Greenwich Village,40.72693288536128,-73.99991402945902,Mermaid Oyster Bar,40.72875734083963,-74.00166557237621,Seafood Restaurant
6245,Greenwich Village,40.72693288536128,-73.99991402945902,Dante NYC,40.728847021360245,-74.00162166908986,Italian Restaurant
6246,Greenwich Village,40.72693288536128,-73.99991402945902,New York Pilates - West Village,40.72772466755815,-74.00118149917556,Pilates Studio
6247,Greenwich Village,40.72693288536128,-73.99991402945902,Shuka,40.72708326886079,-74.00291360475781,Mediterranean Restaurant
6248,Greenwich Village,40.72693288536128,-73.99991402945902,Blue Ribbon Sushi,40.72616667889016,-74.0026071220218,Sushi Restaurant
6249,Greenwich Village,40.72693288536128,-73.99991402945902,Emmett's,40.727498317692195,-74.00272417026547,Pizza Place
6250,Greenwich Village,40.72693288536128,-73.99991402945902,12 Chairs,40.72768041318,-74.00261614432705,Middle Eastern Restaurant
6251,Greenwich Village,40.72693288536128,-73.99991402945902,Chow House,40.72906152574308,-74.00084246972851,Chinese Restaurant
6252,Greenwich Village,40.72693288536128,-73.99991402945902,Paul Smith,40.7256558364479,-73.9986389553892,Clothing Store
6253,Greenwich Village,40.72693288536128,-73.99991402945902,Angelika Film Center,40.7259001521722,-73.99762528661401,Indie Movie Theater
6254,Greenwich Village,40.72693288536128,-73.99991402945902,San Carlo Osteria Piemonte,40.725222953452004,-74.00259414883078,Italian Restaurant
6255,Greenwich Village,40.72693288536128,-73.99991402945902,Manousheh,40.72937268195377,-74.00135010480881,Lebanese Restaurant
6256,Greenwich Village,40.72693288536128,-73.99991402945902,The Up & Up,40.729766367308265,-74.00057140516677,Cocktail Bar
6257,Greenwich Village,40.72693288536128,-73.99991402945902,Porto Rico Importing Co.,40.729483331276,-74.00172204973289,Coffee Shop
6258,Greenwich Village,40.72693288536128,-73.99991402945902,Boqueria,40.7248,-74.00222,Tapas Restaurant
6259,Greenwich Village,40.72693288536128,-73.99991402945902,SUGARFISH by sushi nozawa,40.725299796091356,-74.00350733974797,Sushi Restaurant
6260,Greenwich Village,40.72693288536128,-73.99991402945902,Comedy Cellar,40.73012988282376,-74.00040218545217,Comedy Club
6261,Greenwich Village,40.72693288536128,-73.99991402945902,Switch Playground SoHo,40.72594565282432,-74.00394265793933,Gym
6262,Greenwich Village,40.72693288536128,-73.99991402945902,Cotenna,40.729014,-74.003539,Italian Restaurant
6263,Greenwich Village,40.72693288536128,-73.99991402945902,The Uncommons,40.72952984904858,-73.9987465894196,Gaming Cafe
6264,Greenwich Village,40.72693288536128,-73.99991402945902,Dominique Ansel Bakery,40.7251633496652,-74.00297583591562,Bakery
6265,Greenwich Village,40.72693288536128,-73.99991402945902,Minetta Tavern,40.73004893228044,-74.00064667028238,American Restaurant
6266,Greenwich Village,40.72693288536128,-73.99991402945902,AQUAGRILL,40.725423126363914,-74.00401523771738,Financial or Legal Service
6267,Greenwich Village,40.72693288536128,-73.99991402945902,Saigon Shack,40.7297605480043,-74.00068533422322,Vietnamese Restaurant
6268,Greenwich Village,40.72693288536128,-73.99991402945902,sweetgreen,40.72999212563189,-74.00243385198331,Salad Place
6269,Greenwich Village,40.72693288536128,-73.99991402945902,Mamoun's Falafel,40.73019855825677,-74.00031685521321,Falafel Restaurant
6270,Greenwich Village,40.72693288536128,-73.99991402945902,Work Train Fight,40.726382875668484,-73.99584194137591,Gym
6271,Greenwich Village,40.72693288536128,-73.99991402945902,Housing Works Bookstore Cafe,40.72467539483391,-73.9966368227625,Café
6272,Greenwich Village,40.72693288536128,-73.99991402945902,Film Forum,40.72846170508749,-74.00442258422171,Indie Movie Theater
6273,Greenwich Village,40.72693288536128,-73.99991402945902,Emily West Village,40.729337024893994,-74.00372444988442,Pizza Place
6274,Greenwich Village,40.72693288536128,-73.99991402945902,Washington Square Dog Run,40.730767475825814,-73.99848965355272,Dog Run
6275,Greenwich Village,40.72693288536128,-73.99991402945902,Trader Joe's,40.72561105671141,-74.00498490487023,Grocery Store
6276,Greenwich Village,40.72693288536128,-73.99991402945902,Joe's Pizza,40.73046111519949,-74.00197226155092,Pizza Place
6277,Greenwich Village,40.72693288536128,-73.99991402945902,Washington Square Park,40.73081579656163,-73.9974582195282,Park
6278,Greenwich Village,40.72693288536128,-73.99991402945902,Judson Memorial Church,40.73026666791645,-73.99827235244254,Performing Arts Venue
6279,Greenwich Village,40.72693288536128,-73.99991402945902,Molly's Cupcakes,40.7301486447128,-74.00226234539089,Cupcake Shop
6280,Greenwich Village,40.72693288536128,-73.99991402945902,Carmine Street Beers,40.72994467428766,-74.00372766325108,Beer Store
6281,Greenwich Village,40.72693288536128,-73.99991402945902,Equinox SoHo,40.72397271279325,-73.9970421147778,Gym
6282,Greenwich Village,40.72693288536128,-73.99991402945902,Gato,40.7255277558998,-73.99506116064295,Mediterranean Restaurant
6283,Greenwich Village,40.72693288536128,-73.99991402945902,Dance With Me SoHo,40.72257786685151,-74.00136338778867,Dance Studio
6284,Greenwich Village,40.72693288536128,-73.99991402945902,MarieBelle,40.72310132633388,-74.00247749675871,Dessert Shop
6285,Greenwich Village,40.72693288536128,-73.99991402945902,Arrojo Studio,40.72745497120453,-74.00542625327486,Salon / Barbershop
6286,Greenwich Village,40.72693288536128,-73.99991402945902,Wolfnights,40.7304771146927,-74.0026035764751,Sandwich Place
6287,Greenwich Village,40.72693288536128,-73.99991402945902,IFC Center,40.73116744453376,-74.00133865664215,Indie Movie Theater
6288,Greenwich Village,40.72693288536128,-73.99991402945902,McNally Jackson Books,40.72349313279467,-73.99604818258018,Bookstore
6289,Greenwich Village,40.72693288536128,-73.99991402945902,Levain Bakery,40.72614,-73.9947,Bakery
6290,Greenwich Village,40.72693288536128,-73.99991402945902,REI,40.72484800989534,-73.99520851671696,Outdoor Supply Store
6291,Greenwich Village,40.72693288536128,-73.99991402945902,About Coffee,40.724445530905136,-74.00389283895491,Coffee Shop
6292,Greenwich Village,40.72693288536128,-73.99991402945902,Popbar,40.73054280131296,-74.0019991993904,Ice Cream Shop
6293,Greenwich Village,40.72693288536128,-73.99991402945902,Murray's Cheese,40.73100494148146,-74.00291557226433,Cheese Shop
6294,Greenwich Village,40.72693288536128,-73.99991402945902,Nami Nori,40.730194,-74.003229,Japanese Restaurant
6295,Greenwich Village,40.72693288536128,-73.99991402945902,Faicco's Italian Specialties,40.73111661087598,-74.0030425786972,Sandwich Place
6296,Greenwich Village,40.72693288536128,-73.99991402945902,Purl Soho,40.72232557144822,-74.00099382065245,Arts & Crafts Store
6297,Greenwich Village,40.72693288536128,-73.99991402945902,Heyday,40.727784,-73.993761,Spa
6298,Greenwich Village,40.72693288536128,-73.99991402945902,Jajaja Plantas Mexicana,40.729885,-74.004617,Vegetarian / Vegan Restaurant
6299,Greenwich Village,40.72693288536128,-73.99991402945902,Pearl Oyster Bar,40.731442999144235,-74.00206638465097,Seafood Restaurant
6300,Greenwich Village,40.72693288536128,-73.99991402945902,MoMA Design Store,40.72273658211859,-73.99795434756109,Gift Shop
6301,Greenwich Village,40.72693288536128,-73.99991402945902,Pi Greek Bakerie,40.723515651165286,-74.00344360363695,Bakery
6302,Greenwich Village,40.72693288536128,-73.99991402945902,Murray's Cheese Bar,40.7312530262576,-74.0030256332198,Cheese Shop
6303,Greenwich Village,40.72693288536128,-73.99991402945902,Dashwood Books,40.726167,-73.993444,Bookstore
6304,Greenwich Village,40.72693288536128,-73.99991402945902,Sam Brocato Salon,40.72237108289381,-74.00256220830157,Salon / Barbershop
6305,Greenwich Village,40.72693288536128,-73.99991402945902,Eden Fine Art,40.722606705991694,-74.00143248875875,Art Gallery
6306,Greenwich Village,40.72693288536128,-73.99991402945902,Rubirosa Ristorante,40.72270625453151,-73.99595719792266,Italian Restaurant
6307,Greenwich Village,40.72693288536128,-73.99991402945902,Little Branch,40.730101591950934,-74.0049140818198,Speakeasy
6308,Greenwich Village,40.72693288536128,-73.99991402945902,Astor Wines & Spirits,40.727984051970246,-73.99304720778368,Wine Shop
6309,Greenwich Village,40.72693288536128,-73.99991402945902,Blue Hill,40.73207254061924,-73.99965297668649,American Restaurant
6310,Greenwich Village,40.72693288536128,-73.99991402945902,SoulCycle NoHo,40.72789177194646,-73.99338283344173,Cycle Studio
6311,Greenwich Village,40.72693288536128,-73.99991402945902,The Drawing Center,40.72239295664532,-74.00273018907352,Art Museum
6312,Greenwich Village,40.72693288536128,-73.99991402945902,Parm,40.72311702749351,-73.99579143672962,Italian Restaurant
6313,Greenwich Village,40.72693288536128,-73.99991402945902,McNally Jackson Store: Goods For The Study,40.722694313325015,-73.99598697945778,Paper / Office Supplies Store
6314,Greenwich Village,40.72693288536128,-73.99991402945902,Ruby's Café,40.722292,-73.996248,Australian Restaurant
6315,Greenwich Village,40.72693288536128,-73.99991402945902,Kesté Pizza & Vino,40.731542,-74.002953,Pizza Place
6316,Greenwich Village,40.72693288536128,-73.99991402945902,Llama-San,40.732264,-74.000795,Peruvian Restaurant
6317,Greenwich Village,40.72693288536128,-73.99991402945902,CAVA,40.72192791798716,-73.99651188343245,Mediterranean Restaurant
6318,Greenwich Village,40.72693288536128,-73.99991402945902,Prince Street Pizza,40.72309326145674,-73.99452729447745,Pizza Place
6319,Greenwich Village,40.72693288536128,-73.99991402945902,The Doughnut Project,40.731380160574794,-74.0036238650244,Donut Shop
6320,Greenwich Village,40.72693288536128,-73.99991402945902,Champion Pizza,40.721637542248196,-73.99747002195814,Pizza Place
6321,Greenwich Village,40.72693288536128,-73.99991402945902,"Love, Adorned",40.72404376166192,-73.99367873981424,Jewelry Store
6322,Greenwich Village,40.72693288536128,-73.99991402945902,19 Cleveland,40.72160778167724,-73.99724900722504,Mediterranean Restaurant
6323,Greenwich Village,40.72693288536128,-73.99991402945902,Osteria Morini,40.72199,-73.99779,Italian Restaurant
6324,Greenwich Village,40.72693288536128,-73.99991402945902,Overthrow Boxing NYC,40.725369167319876,-73.99279305046126,Boxing Gym
6325,Greenwich Village,40.72693288536128,-73.99991402945902,Fish Cheeks,40.725861003633504,-73.99253343981425,Thai Restaurant
6326,Greenwich Village,40.72693288536128,-73.99991402945902,Taïm Falafel and Smoothie Bar,40.721936090419106,-73.99627935019758,Falafel Restaurant
6327,Greenwich Village,40.72693288536128,-73.99991402945902,La Colombe Torrefaction,40.72666183291906,-74.00707957223425,Coffee Shop
6328,Greenwich Village,40.72693288536128,-73.99991402945902,Hudson River Greenway,40.724906373436184,-74.00636081161025,Trail
6329,Greenwich Village,40.72693288536128,-73.99991402945902,Mile High Run Club,40.7273827,-73.9924454,Gym
6330,Greenwich Village,40.72693288536128,-73.99991402945902,Eileen's Special Cheesecake,40.72159493364086,-73.99749153217225,Bakery
6331,East Village,40.727846777270244,-73.98222616506415,Good Beer NYC,40.727643,-73.983835,Beer Store
6332,East Village,40.727846777270244,-73.98222616506415,Kura,40.726802644699376,-73.98344407523645,Japanese Restaurant
6333,East Village,40.727846777270244,-73.98222616506415,Boris & Horton,40.72914168615455,-73.98133283861844,Pet Café
6334,East Village,40.727846777270244,-73.98222616506415,Smør,40.729295443951536,-73.9815205335617,Scandinavian Restaurant
6335,East Village,40.727846777270244,-73.98222616506415,Westville East,40.7284276229589,-73.98189363635092,American Restaurant
6336,East Village,40.727846777270244,-73.98222616506415,Tompkins Square Park Dog Run,40.726538217082236,-73.98129681824855,Dog Run
6337,East Village,40.727846777270244,-73.98222616506415,Tompkins Square Bagels,40.72817262667757,-73.98205369975292,Bagel Shop
6338,East Village,40.727846777270244,-73.98222616506415,Juice Vitality,40.729714154152404,-73.98365020751953,Juice Bar
6339,East Village,40.727846777270244,-73.98222616506415,Cafe Mogador,40.72727735358458,-73.98450529800188,Moroccan Restaurant
6340,East Village,40.727846777270244,-73.98222616506415,Barnyard,40.727234,-73.979772,Cheese Shop
6341,East Village,40.727846777270244,-73.98222616506415,Gomi,40.72894122087942,-73.98145510260615,Wine Bar
6342,East Village,40.727846777270244,-73.98222616506415,Joe & Pat's Pizzeria and Restaurant,40.72891620190647,-73.98405621371711,Pizza Place
6343,East Village,40.727846777270244,-73.98222616506415,Russo’s Mozzarella & Pasta,40.72951,-73.984298,Gourmet Shop
6344,East Village,40.727846777270244,-73.98222616506415,Raclette,40.728835877525746,-73.98077759895865,Swiss Restaurant
6345,East Village,40.727846777270244,-73.98222616506415,Hanoi House,40.7269053677238,-73.98360309256832,Vietnamese Restaurant
6346,East Village,40.727846777270244,-73.98222616506415,Tompkins Square Park,40.72622630237012,-73.98223675697439,Park
6347,East Village,40.727846777270244,-73.98222616506415,Ninth Street Espresso,40.72707176407598,-73.98010700941086,Coffee Shop
6348,East Village,40.727846777270244,-73.98222616506415,Pylos,40.7261887186205,-73.9839939152354,Greek Restaurant
6349,East Village,40.727846777270244,-73.98222616506415,Maiden Lane,40.72695098395758,-73.98000159879302,Bar
6350,East Village,40.727846777270244,-73.98222616506415,Xe Máy Sandwich Shop,40.727435002070386,-73.98483464336338,Vietnamese Restaurant
6351,East Village,40.727846777270244,-73.98222616506415,Confectionery!,40.727384403659435,-73.98290563028586,Dessert Shop
6352,East Village,40.727846777270244,-73.98222616506415,Ray's Candy Store,40.72617235930061,-73.98341894976275,Dessert Shop
6353,East Village,40.727846777270244,-73.98222616506415,Veniero’s Pasticceria & Caffe,40.72952615888893,-73.984342280321,Bakery
6354,East Village,40.727846777270244,-73.98222616506415,Mikey Likes It Ice Cream,40.729283,-73.981228,Ice Cream Shop
6355,East Village,40.727846777270244,-73.98222616506415,Crif Dogs,40.727019990853925,-73.98382440512454,Hot Dog Joint
6356,East Village,40.727846777270244,-73.98222616506415,convive,40.72918785579085,-73.98125624082842,Wine Shop
6357,East Village,40.727846777270244,-73.98222616506415,East Village Organic,40.727163233177905,-73.9853185415268,Organic Grocery
6358,East Village,40.727846777270244,-73.98222616506415,Amor y Amargo,40.725732235492906,-73.98429661989212,Cocktail Bar
6359,East Village,40.727846777270244,-73.98222616506415,Village Square Pizza,40.72746410480142,-73.98251488833888,Pizza Place
6360,East Village,40.727846777270244,-73.98222616506415,The Brant Foundation Art Study Center,40.726009877430975,-73.98522676126714,Art Gallery
6361,East Village,40.727846777270244,-73.98222616506415,Craft + Carry,40.726927,-73.984149,Beer Bar
6362,East Village,40.727846777270244,-73.98222616506415,Taqueria St. Marks,40.727781248606306,-73.98553519116716,Mexican Restaurant
6363,East Village,40.727846777270244,-73.98222616506415,Zaragoza Mexican Deli-Grocery,40.72995336239989,-73.98073859848814,Mexican Restaurant
6364,East Village,40.727846777270244,-73.98222616506415,Whitmans,40.7279733967652,-73.98429759357843,Burger Joint
6365,East Village,40.727846777270244,-73.98222616506415,C & B Cafe,40.725122,-73.981602,Coffee Shop
6366,East Village,40.727846777270244,-73.98222616506415,Suki Curry,40.72715710327842,-73.9861343187004,Japanese Restaurant
